timestamp,symbol,direction,module,rv,adx,adr_pct,hist,lgbm_signal,lgbm_conf,gpt_signal,gpt_conf,gpt_reasoning,agreement
2026-06-08T22:45:54.826827+00:00,GBPCAD,BUY,STD,5.33,21.0,34.2,GREEN_LIGHT,BUY,18,HOLD,40,"Normalised Momentum = -0.1978 e ADX = 21 indicano assenza di conferma di trend rialzista, nonostante Histogram GREEN_LIGHT e ADR a 34.2%; RV modesto non supporta una decisione forte.",DIFF
2026-06-08T22:46:04.873687+00:00,CHFJPY,SELL,STD,-8.25,27.9,17.6,RED_DARK,SELL,17,SELL,58,"Histogram RED_DARK e momentum normalizzato negativo indicano pressione ribassista nel breve, ma ADX 27.9 non conferma una tendenza forte e RV modesto; ADR% basso lascia spazio al movimento, quindi conferma moderata.",SAME
2026-06-08T22:46:16.118724+00:00,GBPAUD,BUY,STD,14.21,22.8,29.3,GREEN_LIGHT,BUY,20,BUY,52,"Momentum positivo (Histogram GREEN_LIGHT e Normalized Momentum >0) e ADR% 29% indicano spazio per rialzo, ma ADX 22.8 e RV modesto suggeriscono un trend non forte e potenziale pullback, quindi ingresso BUY con confidenza moderata.",SAME
2026-06-08T22:46:18.422188+00:00,EURCHF,BUY,STD,13.4,20.2,17.8,GREEN_LIGHT,BUY,18,BUY,50,"ADX debole e RV non estremo indicano una tendenza non forte, ma Histogram GREEN_LIGHT e Momentum positivo indicano potenziale rialzista con spazio di movimento (ADR%<50%).",SAME
2026-06-08T22:46:30.639685+00:00,AUDJPY,SELL,STD,-13.88,34.9,14.5,RED_LIGHT,SELL,17,SELL,65,"RV negativo ma non estremo e ADX(14)=34.9 indicano trend moderato; Histogram RED_LIGHT e Normalized Momentum=-0.7553 confermano pressione ribassista, mentre ADR% 14.5% indica ampio spazio di movimento ribassista.",SAME
2026-06-08T22:46:33.325504+00:00,EURAUD,BUY,STD,19.02,24.5,30.0,GREEN_LIGHT,BUY,20,BUY,63,"Momentum positivo e Histogram GREEN_LIGHT indicano pressione rialzista, ma ADX 24.5 e RV 19.02 suggeriscono trend non forte; ADR% a 30% lascia spazio al movimento.",SAME
2026-06-08T22:46:42.577179+00:00,EURCAD,BUY,STD,10.14,24.3,32.8,GREEN_LIGHT,BUY,20,HOLD,45,"Segnali contrastanti: RV positivo/moderato e histogram verde indicano possibile rialzo, ma Momentum normalizzato negativo e ADX debole indicano debole o nessuna tendenza, quindi trade poco chiaro.",DIFF
2026-06-08T22:46:51.298572+00:00,AUDNZD,SELL,STD,-13.56,24.1,25.6,RED_DARK,SELL,17,HOLD,42,"Momentum negativo e histogram rosso indicano pressione ribassista, ma ADX modesto (~24) e RV non estremo suggeriscono mancanza di forza di trend, quindi non c'è conferma e conviene HOLD.",DIFF
2026-06-08T23:00:24.771615+00:00,GBPCHF,BUY,STD,8.14,34.8,26.4,GREEN_DARK,BUY,20,BUY,55,"Momentum positivo (Normalized Momentum 0.1039), Histogram GREEN_DARK e ADR al 26.4% non esausto indicano spazio per rialzi, RV positivo ma modesto (8.14) e ADX 34.8 mostrano una tendenza presente ma non forte.",SAME
2026-06-08T23:00:35.405540+00:00,NZDCHF,BUY,STD,6.62,24.9,15.2,GREEN_DARK,BUY,20,HOLD,35,"RV modesto e ADX debole indicano mancanza di trend; momentum negativo e istogramma bullish (GREEN_DARK) non forniscono una chiara conferma, ADR% basso lascia spazio ma non conferma una rottura, quindi la direzione BUY proposta non è supportata da una chiara conferma di trend.",DIFF
2026-06-08T23:00:39.175673+00:00,AUDNZD,SELL,STD,-12.54,24.7,26.9,RED_DARK,SELL,17,SELL,42,"Histogram RED_DARK e RV negativo indicano pressione ribassista, ma Normalized Momentum positivo e ADX modesto rendono il quadro ambiguo; confidenza bassa.",SAME
2026-06-08T23:00:48.354017+00:00,GBPAUD,BUY,STD,14.0,21.0,29.3,GREEN_DARK,BUY,18,BUY,60,"Momentum positivo (0.3254), histogram verde e ADR% con spazio disponibile indicano un bias rialzista moderato supportato da RV/moderato, ma ADX ~21 e non estremi limitano la forza del movimento.",SAME
2026-06-08T23:30:30.008233+00:00,GBPCHF,BUY,STD,8.82,31.8,26.4,GREEN_LIGHT,BUY,20,BUY,62,"Configurazione bullish: GREEN_LIGHT, Momentum positivo e ADR% indicano impulso e spazio di movimento con ADX moderato; RV non estremo e win rate storico basso giustificano una confidenza moderata.",SAME
2026-06-08T23:30:38.881726+00:00,CADJPY,SELL,STD,-3.55,22.5,20.5,RED_LIGHT,SELL,17,SELL,45,"Il momentum bearistico è presente (Histogram RED_LIGHT e Normalized Momentum -0.0572) e ADR% 20.5% lascia spazio per movimenti, ma Radar Value modesto e ADX 22.5 indicano una tendenza debole, quindi il segnale SELL è moderatamente incerto.",SAME
2026-06-08T23:30:49.480081+00:00,CHFJPY,SELL,STD,-6.7,23.3,18.5,RED_LIGHT,SELL,17,SELL,46,"Segnali bear di momentum (Histogram RED_LIGHT e Normalized Momentum negativo) e Radar negativo indicano vendita, ma l'ADX basso suggerisce una tendenza debole e la conferma è moderata.",SAME
2026-06-08T23:31:00.818217+00:00,NZDCHF,BUY,STD,5.93,21.1,15.2,GREEN_DARK,BUY,20,HOLD,0,Expecting value: line 1 column 1 (char 0),DIFF
2026-06-08T23:31:02.547296+00:00,EURCAD,BUY,STD,9.99,17.5,32.8,GREEN_LIGHT,BUY,18,BUY,60,"Segnale rialzista grazie a Histogram GREEN_LIGHT e Momentum positivo (0.0904), ma Radar Value modesto e ADX 17.5 indicano trend debole e potenziale consolidamento, ADR% al 32.8% mostra spazio di manovra.",SAME
2026-06-08T23:31:09.847702+00:00,GBPCAD,BUY,STD,5.67,16.6,34.2,GREEN_LIGHT,BUY,72,HOLD,45,"Momentum positivo e histogram verde indicano potenziale rialzista, ma ADX 16.6 e RV 5.67 indicano tendenza debole/incipiente; ADR% a 34.2% lascia spazio ma non c'è chiaro impulso.",DIFF
2026-06-08T23:31:23.427196+00:00,EURCHF,BUY,STD,13.14,15.3,17.8,GREEN_LIGHT,BUY,72,HOLD,0,Expecting value: line 1 column 1 (char 0),DIFF
2026-06-08T23:31:29.586616+00:00,AUDNZD,SELL,STD,-10.76,29.0,29.5,RED_DARK,SELL,17,SELL,58,"Radar Value negativo (-10.76) e Histogram RED_DARK indicano pressione ribassista, ma ADX(14)=29 e Momentum Normalized positivo suggeriscono una tendenza non molto forte e possibile pullback; ADR% = 29.5% lascia spazio al movimento ribassista.",SAME
2026-06-08T23:31:38.038293+00:00,AUDJPY,SELL,STD,-11.53,30.9,15.8,RED_DARK,SELL,17,SELL,45,"RV negativo, Momentum negativo e Histogram rosso indicano pressione ribassista, ma ADX 30.9 non conferma trend forte e ADR% 15.8% lascia spazio al movimento, quindi conferma moderata.",SAME
2026-06-09T00:00:36.903958+00:00,NZDJPY,SELL,STD,-5.71,26.2,15.7,RED_LIGHT,SELL,17,SELL,60,"Momentum normalizzato negativo e Histogram RED_LIGHT indicano pressione ribassista, ma ADX a 26.2 e Radar non estremamente negativo indicano una tendenza non forte; ADR% basso lascia spazio al movimento, quindi SELL con confidenza moderata.",SAME
2026-06-09T00:00:44.578515+00:00,NZDUSD,SELL,STD,-9.02,17.6,12.9,RED_LIGHT,SELL,15,SELL,45,"Momentum Normalizzato negativo e RED_LIGHT indicano pressione ribassista, Radar Value negativo supporta la direzione, ma ADX 17.6 indica tendenza debole e ADR basso lascia spazio a pullback; quindi setup ribassista moderato e non altamente affidabile.",SAME
2026-06-09T00:00:54.930897+00:00,AUDJPY,SELL,STD,-14.03,25.3,15.8,RED_LIGHT,SELL,17,SELL,63,"Momentum negativo e Histogram RED_LIGHT indicano pressione ribassista; Radar Value negativo conferma la direzione, ma ADX modesto e ADR% ampio suggeriscono movimento non fortemente guidato da un trend.",SAME
2026-06-09T00:01:03.840224+00:00,AUDUSD,SELL,STD,-17.34,23.3,15.1,RED_LIGHT,SELL,17,SELL,60,"La RV negativa indica potenziale ribasso ma non estremo, l'ADX a 23.3 suggerisce una tendenza non forte, l'ADR% al 15.1% lascia spazio residuo, mentre Histogram RED_LIGHT e Momentum negativo confermano la pressione ribassista; nel complesso è una configurazione ribassista ma di forza moderata.",SAME
2026-06-09T00:15:33.554191+00:00,AUDJPY,SELL,STD,-17.91,25.6,26.3,RED_LIGHT,SELL,17,SELL,60,"Momentum negativo e RED_LIGHT indicano pressione ribassista, corroborati da RV negativo, ma l'ADX moderato e l'ADR% non esausto suggeriscono cautela e limitano la forza del segnale.",SAME
2026-06-09T00:15:45.723992+00:00,NZDJPY,SELL,STD,-10.0,27.8,21.3,RED_LIGHT,SELL,17,SELL,60,"Radar Value negativo moderato, Histogram RED_LIGHT e Momentum negativo indicano pressione ribassista, ADX 27.8 mostra una tendenza moderata e ADR% a 21.3% indica spazio di movimento, quindi SELL nel modulo STD con confidenza moderata.",SAME
2026-06-09T00:15:53.694197+00:00,NZDUSD,SELL,STD,-12.71,22.6,17.7,RED_LIGHT,SELL,17,SELL,40,"Histogram RED_LIGHT e momentum negativo indicano pressione ribassista, ma ADX 22.6 e Radar Value -12.71 non confermano una tendenza forte, quindi confidenza moderata.",SAME
2026-06-09T00:16:06.229582+00:00,AUDUSD,SELL,STD,-20.62,26.8,20.8,RED_LIGHT,SELL,17,HOLD,0,The read operation timed out,DIFF
2026-06-09T00:30:34.194143+00:00,NZDUSD,SELL,STD,-14.21,27.1,19.4,RED_LIGHT,SELL,17,SELL,65,"RV negativo e momentum in calo con RED_LIGHT indicano pressione ribassista; ADX 27.1 è moderato e non conferma un forte trend, ma ADR 19.4% segnala spazio per ulteriori ribassi.",SAME
2026-06-09T00:30:42.441290+00:00,AUDJPY,SELL,STD,-19.64,28.1,26.3,RED_LIGHT,SELL,17,SELL,52,"Momentum Normalizzato negativo e Histogram RED_LIGHT indicano pressione ribassista, ma ADX 28.1 e Radar Value -19.64 non mostrano una tendenza molto forte, quindi la conferma è modesta.",SAME
2026-06-09T00:30:52.006538+00:00,NZDJPY,SELL,STD,-12.0,31.3,22.5,RED_LIGHT,SELL,17,SELL,70,"Sell secondo il modulo STD: RED_LIGHT, momentum negativo e Radar negativo indicano condizione ribassista; l'ADX è moderato (31.3) suggerendo una tendenza presente ma non forte, e l'ADR% a 22.5% lascia spazio al movimento ribassista.",SAME
2026-06-09T00:30:59.384916+00:00,AUDUSD,SELL,STD,-21.85,29.9,20.8,RED_LIGHT,SELL,17,SELL,62,"Segnale ribassista confermato da Histogram RED_LIGHT e Momentum negativo, ma RV non estremo e ADX <40 indicano una tendenza debole, quindi rischio moderato.",SAME
2026-06-09T00:45:25.615056+00:00,NZDJPY,SELL,STD,-11.55,34.8,22.5,RED_DARK,SELL,17,SELL,60,"Histogram RED_DARK e momentum normalizzato negativo indicano pressione ribassista; RV negativo conferma la direzione, ma ADX <40 indica che il trend non è forte e potrebbe esserci range.",SAME
2026-06-09T01:00:34.723975+00:00,CADJPY,SELL,STD,-3.16,27.3,31.8,RED_DARK,SELL,17,HOLD,40,"Segnale non chiaro: RV negativo ma modesto, histogram bearish ma momentum positivo e ADX debole; ADR indica spazio ma non conferma una tendenza forte, quindi meglio attendere conferme.",DIFF
2026-06-09T01:00:44.130962+00:00,GBPNZD,BUY,STD,9.93,38.6,35.2,GREEN_DARK,BUY,20,BUY,60,"Momentum positivo (0.6802) e histogram GREEN_DARK indicano potenziale rialzo con ADR a 35.2% che lascia spazio, ma ADX 38.6 e Radar 9.93 indicano una tendenza non ancora forte.",SAME
2026-06-09T01:00:53.809794+00:00,NZDJPY,SELL,STD,-9.22,34.5,22.5,RED_DARK,SELL,17,SELL,66,"RV negativo, Momentum negativo e Histogram RED_DARK indicano pressione ribassista; ADX>20 conferma una tendenza in sviluppo e l'ADR% al 22.5% mostra spazio per ulteriori movimenti, quindi la direzione SELL è supportata.",SAME
2026-06-09T01:00:58.641081+00:00,USDCAD,BUY,STD,7.96,25.6,41.1,GREEN_DARK,BUY,20,BUY,60,"Momentum positivo (+0.429) e histogram verde indicano una spinta rialzista modesta, ADR% a 41% lascia spazio al movimento, ma ADX=25.6 e RV=7.96 indicano una tendenza non ancora confermata.",SAME
2026-06-09T01:01:08.960289+00:00,GBPAUD,BUY,STD,15.04,23.5,39.1,GREEN_DARK,BUY,20,HOLD,42,"RV positivo ma non estremo, momentum positivo e ADR% con spazio indicano potenziale rialzista, ma ADX <25 suggerisce una tendenza debole quindi l'ingresso resta incerto.",DIFF
2026-06-09T01:01:14.789373+00:00,NZDUSD,SELL,STD,-14.02,28.7,19.4,RED_DARK,SELL,17,SELL,56,"Momentum normalizzato negativo e istogramma rosso indicano pressione ribassista, ma ADX moderato e Radar Value non confermano una tendenza forte, mentre ADR% indica spazio per movimenti.",SAME
2026-06-09T01:01:20.500097+00:00,AUDJPY,SELL,STD,-14.33,29.6,30.3,RED_DARK,SELL,17,SELL,60,"Histogram RED_DARK e momentum negativo indicano pressione ribassista, ma RV non estremamente negativo e ADX intorno a 30 indicano trend moderato.",SAME
2026-06-09T01:01:28.850093+00:00,AUDUSD,SELL,STD,-19.12,27.3,20.8,RED_DARK,SELL,17,SELL,60,"Histogram RED_DARK e momentum normalizzato negativo (-0.4443) indicano pressione ribassista, ma ADX 27.3 e RV -19.12 non mostrano una tendenza fortemente consolidata, e ADR% 20.8% lascia spazio a movimenti, quindi è una conferma moderata del SELL.",SAME
2026-06-09T01:15:31.462243+00:00,GBPCAD,BUY,STD,4.58,26.3,34.2,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo (Normalized Momentum >0 e Histogram GREEN_LIGHT) con ADR al 34.2% che lascia spazio, ma la forza di trend è moderata (ADX 26.3) e RV non conferma una direzione forte.",SAME
2026-06-09T01:15:37.843880+00:00,CADJPY,SELL,STD,-2.24,25.7,31.8,RED_DARK,SELL,17,SELL,45,"Segnali contrastanti: histogram RED_DARK e RV negativo indicano pressione ribassista, ma Momentum positivo e ADX modesto (≈25.7) suggeriscono incertezza e una tendenza non forte.",SAME
2026-06-09T01:15:46.738364+00:00,GBPNZD,BUY,STD,9.66,38.0,35.2,GREEN_DARK,BUY,20,BUY,68,"Momentum positivo (0.7168) e Histogram bullish (GREEN_DARK) indicano potenziale rialzo, RV moderato e ADX 38 mostrano tendenza presente ma non molto forte, mentre ADR% al 35.2% lascia spazio di movimento, quindi BUY con confidenza moderata.",SAME
2026-06-09T01:15:52.467259+00:00,NZDJPY,SELL,STD,-7.32,30.4,22.5,RED_DARK,SELL,17,SELL,65,"Histogram bearish (RED_DARK) e momentum negativo indicano pressione ribassista, con ADX moderato e RV non estremo; ADR mostra spazio per ulteriori movimenti, quindi segnale è sostenuto ma non estremamente forte.",SAME
2026-06-09T01:15:58.438726+00:00,USDCAD,BUY,STD,7.92,22.9,41.1,GREEN_DARK,BUY,20,BUY,63,"Momentum positivo (Normalized Momentum ≈ 0.439) e histogram GREEN_DARK indicano pressione rialzista; ADR% 41.1% offre spazio di movimento, ma RV modesto e ADX 22.9 suggeriscono trend moderato e assenza di breakout forte.",SAME
2026-06-09T01:16:06.212101+00:00,GBPAUD,BUY,STD,13.57,21.0,39.1,GREEN_DARK,BUY,18,BUY,63,"Momentum positivo (0.0942) e Histogram GREEN_DARK con ADR% 39.1% indicano spazio per rialzo, RV modesto e ADX a 21 indicano una tendenza debole ma orientata al rialzo.",SAME
